,overview,Action,Romance,Science Fiction,Thriller,War,Western
173,brother vincent rich clay poor meet first time father funeral remark similar look unknown clay think life take turn good vince plot kill car bomb pass corpse plan start new life father inheritance survive blast face memory identity restore hospital one,0.0,0.0,0.0,0.0,1.0,0.0
174,sum u aussie story father son search love share unconventional bond father caring openminded mate border annoyance son search love unwanted guidance father,0.0,0.0,0.0,0.0,0.0,0.0
175,fugui endure tumultuous event china personal fortune move wealthy landownership peasantry,1.0,1.0,1.0,1.0,1.0,0.0
176,base british cult comicstrip tankriding antiheroine fight megacorporation control world water supply,0.0,0.0,0.0,0.0,0.0,1.0
177,man run hunt demon know collector,0.0,0.0,0.0,0.0,0.0,0.0
178,captain jeanluc crew enterprised find odds renegade scientist soran destroy entire star system one man help stop sorans scheme dead seventyeight year,0.0,0.0,1.0,1.0,0.0,0.0
179,strange funeral director tell four strange tale horror african american focus three drug dealer trap place business,0.0,1.0,0.0,1.0,1.0,1.0
180,story marriage poet eliot socialite cope gynaeological emotional problem grow fame,0.0,1.0,0.0,0.0,0.0,1.0
181,american village visit unknown life form leave woman village pregnant nine month baby bear look normal take parent realize kid nonhuman humane,0.0,1.0,0.0,0.0,1.0,0.0
182,uninterrupted rehersal chekhov play company actor setting run unusable stage crumble ceiling play show act act briefest break move prop refreshment lack costume real prop scenery forget,1.0,1.0,0.0,1.0,1.0,0.0
183,chamber come home austin texas start new life brother drive old jealousy place remember memory forget rachel woman marry betray passion gamble man one trifle take care way could price attention know devise plan get control become entangle web intrigue danger desire one escape unscathed,1.0,1.0,1.0,0.0,1.0,0.0
184,five young marine suicide mission vietnam struggle survival jungle minefield mean street home prepare,1.0,0.0,0.0,1.0,0.0,0.0
185,gilbert care brother obese mother get way love walk life,1.0,1.0,0.0,0.0,1.0,0.0
186,law advancement centre letac develop sid version sadistic intelligent virtual reality entity synthesize personality serial killer one man stop,0.0,0.0,1.0,0.0,0.0,0.0
187,love story build misunderstanding transit worker pull commuter peter track mug coma family think peter fiancée correct things get complicated fall brother quite sure claim,0.0,0.0,0.0,0.0,1.0,1.0
188,feisty something chinese canadian try achieve happy medium give parent wish fulfil need desire double happiness somethings get give love beckons shape white university student facade perfect chinese daughter begin slip,1.0,0.0,0.0,0.0,1.0,1.0
189,’ wedding pj ’ film debut humorous emancipation story unemployed woman evolve dreamer self sustain successful woman amusing comedy ’ funny angry serious,1.0,0.0,0.0,0.0,0.0,1.0
190,embittered husband paralyzed wheelchair buttonhole complete stranger begin story marriage stranger would like escape one thing grow fascinate story another mesmerize man wife perfect trick look man eye look away concede sexual supremacy,0.0,0.0,0.0,0.0,1.0,1.0
191,set new movie tell story idealistic young playwright producer julian find funding project gangster catch girl friend get part psychiatrist bimbo could pass psychiatrist dreadful actress agree compromise first step complete seduction neglect longtime girl friend put lead man compulsive eater grand dame want part jazz cheech olives interfere hitman bodyguard playwright decide whether art life important,0.0,0.0,0.0,0.0,1.0,0.0
192,cia draw illegal war fight us government colombian drug cartel,0.0,1.0,0.0,0.0,0.0,1.0
193,streetwise kid see suicide prominent louisiana lawyer whose current client blade mafia hitman jerome shoot tell body senator bury shoot find scene fbi mafia realize know say,1.0,0.0,0.0,0.0,0.0,0.0
194,wife die young daughter become mute withdrawn help cope look hire sassy housekeeper coax shell show daughter whole new way life corrinas friendship delight enrage townspeople,0.0,0.0,0.0,0.0,0.0,0.0
195,one year young rock guitarist fiancée kill ruthless gang criminal draven watch hypnotic crow return grave exact revenge,0.0,0.0,1.0,1.0,0.0,0.0
196,man low iq accomplish thing life present significant historic event case exceed anyone imagine could despite thing attain one true love elude story man rise challenge prove determination courage love important ability,0.0,0.0,1.0,0.0,1.0,1.0
197,four wedding funeral british comedy british man name american name go numerous wedding determine one another,1.0,0.0,0.0,0.0,0.0,0.0
198,malik omar africanamerican student attend track scholarship academic strong suit go think athletic ability earn free ride college fudge ice professional student columbus six year become friendly challenge view race politics america,1.0,1.0,1.0,0.0,1.0,0.0
199,husband chino face marital difficulty feed kid job trouble mother hate neighborhood tramp design chino thing get bad chino go jail get good job uptown marriage save,0.0,0.0,0.0,0.0,1.0,0.0
200,reporter nolte join force uncover train wreck conspiracy bite chew pursue story bickering along way fall love despite fact many year old shesabrina ambitious gifted reporter willing whatever take learn truth train accident lead conflict reluctant partnership fading star newsman peter work rival paper polar opposite chase woman smoke cigar publish novel pursuit story sabrina clash everything subject sabrina indecent exposure front group boy catch skinny dipping,1.0,0.0,0.0,0.0,0.0,0.0
201,simple kindhearted new cop realize money tip waitress offer half winning lottery ticket ticket happen winner sum million true word proceeds share prize money infuriate greedy wife discontented arrangement begin scheme take money,1.0,0.0,0.0,0.0,0.0,1.0
202,freddys … badder historical nemesis man satanic snarl pitchfork finger discovers new monstrous demon take freddys persona nancy stop new threat time save son,0.0,0.0,1.0,0.0,0.0,0.0
203,timid bank clerk magical mask contain spirit norse god entire life change wear mask ipkiss become supernatural playboy exude charm confidence allow catch eye local nightclub singer mask influence rob bank anger junior crime lord whose goon get blame heist,0.0,1.0,1.0,1.0,1.0,1.0
204,maverick gambler would someone fight need additional three thousand dollar order enter winner poker game begin day try win try collect debt recover little loot reward join force woman gambler marvelous southern accent two try enter game,0.0,0.0,1.0,0.0,0.0,1.0
205,promised job fails materialise wyoming mistake hitman hire kill unfaithful wife take full advantage situation collect money run thing go wrong get bad run real hitman,1.0,0.0,0.0,1.0,1.0,0.0
206,family vacation raft expert gail take pair armed killer navigate violent river,0.0,0.0,1.0,0.0,0.0,0.0
207,los cop bomb expert major ransom money rigged elevator tall building rigged bus slow blow bad day nightmare traffic end,1.0,0.0,1.0,0.0,0.0,1.0
208,romantic comedy speechwriter compete political campaign political junky amongst us,1.0,1.0,0.0,0.0,0.0,1.0
209,officer security agency regulate time travel fend life shady politician tie past,1.0,0.0,0.0,0.0,0.0,0.0
210,secret agent united government year keep job wife force reveal identity try stop nuclear terrorist wife kidnap,1.0,0.0,0.0,0.0,0.0,0.0
211,airline pilot wife force face consequence alcoholism addiction threaten life daughter safety woman enter detox husband face truth enable behavior,0.0,0.0,1.0,0.0,0.0,0.0
212,cover life time one west iconic hero weave intricate tale earp friend family star stud cast sweep cinematography authentic costume lead way western revival,0.0,0.0,0.0,0.0,1.0,0.0
213,crowe cia operative thumb company disputed delivery gold blackmail work set private company hire blackmail prominent individual work another former operative blackmail bribe state supreme judge deal sour one crowes coworker discovers current cia involvement plot overthrow blackmail cut deal blackmail occurs manipulates kill cia use discovery blackmail kill trust,1.0,1.0,1.0,1.0,0.0,0.0
214,black detective becomes embroil web danger search fortune miss drug money course investigation various old connection confront criminal responsible expulsion force deal two woman angela beautiful old flame energetic annoy sidekick,0.0,0.0,1.0,1.0,0.0,1.0
215,three stripper seek thrill encounter young couple desert dispatch boyfriend take girl hostage begin scheme cripple old man live two son desert hide tidy sum cash become house guest old man try seduce son attempt locate money realize old man sinister intention,0.0,0.0,0.0,1.0,1.0,0.0
216,story young man confront fear love relationship family friend,0.0,0.0,0.0,0.0,1.0,0.0
217,boy born size small doll kidnap genetic lab find way inventive adventure film use stop motion animation technique,0.0,0.0,0.0,0.0,0.0,0.0
218,col guile various martial art hero fight tyranny cohort,0.0,0.0,0.0,0.0,1.0,1.0
219,cosmo affectless mob bookie live basement retirement home promote hitman learn new trade seasoned killer fall love yoga teacher figure way leave mob,1.0,0.0,1.0,0.0,1.0,0.0
220,three young men decide plan mock kidnapping everything go wrong real bank robbery plan two guy,0.0,0.0,0.0,0.0,1.0,0.0
221,weekend fear therapy turn nightmare terror mannequin come life courage confront demon survive,1.0,1.0,1.0,0.0,0.0,0.0
222,runaway teenage girl drifter rob bank hit road elude texas find love run,1.0,0.0,0.0,0.0,1.0,0.0
223,young caretaker estate reclusive woman develop dangerous obsession daughter sexy television star unexpected twist turn,1.0,0.0,0.0,0.0,0.0,0.0
224,retired detective hire local businessman follow wife split personality seem put danger without know,0.0,0.0,1.0,1.0,0.0,0.0
225,start century training another immortal swordsman japanese sorcerer nakano mako evil immortal name kane kill old wizard resulting battle leave bury underground cave resurfaces century create havoc mcleod stop,1.0,0.0,0.0,0.0,0.0,0.0
226,disappearance hack horror writer hell break loose seem knack description bring evil creepycrawly life insurance investigator send investigate mysterious vanish act end sleepy little east town,1.0,0.0,1.0,0.0,0.0,0.0
227,film chronicle life prca riding world champion marriage friendship threetime world champion,0.0,0.0,0.0,0.0,0.0,1.0
228,tale century new high society young lawyer fall love woman separate husband engage woman cousin,0.0,1.0,0.0,0.0,0.0,0.0
229,chris call upon excellent surveillance record stakeout home mafia trial witness believe head unlike stakeout time accompany office pet rottweiler archie cover husband wife son,1.0,0.0,0.0,0.0,0.0,0.0
230,four former harlot try leave wild west colorado exact head north make good life someone cody past let happen,1.0,0.0,0.0,0.0,0.0,0.0
231,uptight salesman working barcelona office chicagobased company receive unexpected visit cousin naval officer come spain public relation mission us fleet friends past fred strike relationship woman spanish city experience conflict ted employer barcelona community,1.0,1.0,0.0,0.0,0.0,1.0
232,sunny southern california trail two murderer team cop discover amusement park use front massive counterfeiting ring – run gang shot bos,0.0,0.0,1.0,1.0,1.0,0.0
233,fate horse people command reveal narrates circle life,1.0,0.0,0.0,0.0,0.0,0.0
234,attractive girl blind year new type eye operation sight problem sometimes remember see one night awaken commotion upstairs peer door see shadowy figure descend stair convince neighbour murder approach police find unsure new eye play trick,0.0,1.0,1.0,1.0,0.0,1.0
235,tell story work boston bomb squad leave force partner kill bomb think might make someone know,0.0,0.0,1.0,0.0,0.0,0.0
236,marshall tough squarejawed straitlaced army engineer nuclear science expert assign help conduct weaponstesting america become thorn side army though couple different reason outspoken opponent atmospheric testing though superior hold contrary view want squelch concern report problem wife voluptuous volatile wreak havoc personal life stir intrigue new army base,1.0,1.0,1.0,0.0,0.0,0.0
237,environmental inspector travel remote military base order check toxic material bring family along arrive base teenage daughter befriends daughter base commander general people base begin act becomes convince replace plantlike alien,1.0,1.0,0.0,0.0,0.0,0.0
238,top surgeon besotted beautiful woman ditch unable come term life without try convince need idea horrific accident leave mercy plot bizarre sick time end twist,0.0,0.0,0.0,0.0,0.0,0.0
239,puertorican excon release prison pledge stay drug violence despite pressure around lead good life outside nyc,0.0,1.0,0.0,1.0,0.0,1.0
240,birthday begin return home find brother black sheep family sofa wonderful birthdaynight wife discover treasure map curly chance try find hidden gold curlys father desert arizona,0.0,0.0,0.0,0.0,1.0,0.0
241,pogue private eye problem every morning wake total amnesia wake blank slate since middle hot investigation develop romance convenient,1.0,1.0,1.0,1.0,0.0,0.0
242,year lose friend tragic foot fall former ranger partner call return peak rescue group stranded climber learn climber thieve hijacker look box full money,0.0,0.0,0.0,0.0,1.0,1.0
243,enormous coneshaped head robotlike walk appetite toilet paper alien beldar blend population paramus nj reason everyone believe say france odd saturday night live character settle middleclass life featurelength comedy neighbor admire daughter,1.0,0.0,0.0,0.0,0.0,0.0
244,new psychiatrist visit los take murdered colleague therapy group find embroil thick mystery bump begin torrid affair,0.0,0.0,1.0,0.0,0.0,1.0
245,hardasnails cop move robbersons watch hitman move next door hitman one thing survive family,1.0,1.0,0.0,0.0,1.0,0.0
246,two championship rodeo partner travel new find miss friend go miss,0.0,0.0,0.0,0.0,1.0,0.0
247,phoenix violent criminal cryogenically freeze escape parole hearing utopia san police incapable deal violent way turn captor frozen accuse kill innocent people apprehend,0.0,1.0,1.0,1.0,0.0,0.0
248,hankshaw uma thurman bear enormous thumb help hitchhiking u young age become model advertising ny agent countess send ranch ca shoot commercial set background mat whooping crane befriend one cowgirl beauty ranch,1.0,1.0,0.0,1.0,0.0,0.0
249,kathy marry help wonder thing could get old boyfriend married prevents ask friend go see tell tell thing awesome friendship suffers marriage thing get complicated learn pregnant certain boyfriend elliot,0.0,0.0,0.0,0.0,1.0,0.0
250,thirty year witness father murder family run happen familys baby spar arlis suspect nothing return old wound reopen,0.0,0.0,1.0,1.0,1.0,0.0
251,scandal mystery reign follow arrival edwina small irish town populate widow fall local fall son communitys leader,1.0,0.0,0.0,0.0,0.0,0.0
252,new concierge want go business refurbish hotel roosevelt ny need investor week leave option site run help wealthy conceal affair salesgirl wife despite attraction try stay get christian invest million project,0.0,0.0,0.0,1.0,0.0,0.0
253,young man promising future law sit bar exam approach firm make offer refuse seduce money gift shower oblivious sinister side company two associate murder fbi contact ask information life ruin choice work fbi stay firm either way lose life know figure way follow plan,1.0,1.0,1.0,1.0,0.0,0.0
254,michael yearold drug live crowded house cousin aunt father become street bum meet occasion play chess quiet crazy world sister junkie sleep dealer sell story progress realize want sell drug want revenge,0.0,0.0,0.0,0.0,0.0,1.0
255,accuse murder wife escape law attempt find killer clear name pursue team us marshal lead deputy determined detective rest capture lead team series intricate chase discover secret behind wifes death struggle expose killer late,0.0,0.0,1.0,0.0,0.0,0.0
256,apache agree settle us government approve reservation apache able adapt life corn farmer one particular geronimo restless push edge broken promise necessary action government geronimo thirty warrior form attack team humiliate government evade capture whi,1.0,0.0,0.0,0.0,1.0,0.0
257,mccoy put prison partner chickened fly without exchange prisoner lot money know rich business man something big tell wife tell sale get prison pull string release cooperate person get prison,0.0,0.0,1.0,1.0,1.0,0.0
258,max trendy young lesbian trouble find love friend set like frumpy old much common max learn look past packaging,0.0,0.0,0.0,0.0,1.0,0.0
259,criminal lawyer know happen force defend wife killer know guilty,0.0,0.0,1.0,1.0,0.0,0.0
260,womans father go miss enlist local aid search pair father die hand wealthy sportsman hunt homeless men form recreation,0.0,0.0,0.0,1.0,0.0,0.0
261,life small vietnamese village whose serenity shatter war break viet south army village destroy brutalize rap resolve flee leave city survive desperate situation survive meet us treat would like marry,1.0,1.0,0.0,0.0,1.0,0.0
262,find work oddjobman monastery cia want lead rescue mission iraq rescue last rescue team go rescue last rescue team go rescue hostage leave behind,0.0,0.0,0.0,0.0,0.0,0.0
263,english cartographer arrive wale tell resident welsh village mountain hill offended community set remedy situation film base story hear real village old county glamorgan neighbouring due century urbanisation area film rural llanrhaeadrymmochnant llansilin area powys,0.0,0.0,0.0,1.0,1.0,1.0
264,rancher clairvoyant wife family face turbulent year south,0.0,0.0,1.0,0.0,1.0,0.0
265,secret agent man haunt failure save president serve protection detail dallas thirty year man call booth threaten life current president force come back protection detail confront ghost past,1.0,0.0,1.0,0.0,0.0,0.0
266,inkwell boy come age summer,0.0,0.0,0.0,0.0,0.0,1.0
267,race boxing match frank rey get bargain wrong turn path fallon vicious wisecracking drug lord witness murder disloyal henchman four become unwilling prey savage game cat amp mouse stalk urban jungle taut suspense drama,0.0,1.0,1.0,1.0,0.0,1.0
268,wealthy entrepreneur create theme park feature living dinosaur draw prehistoric dna open day invite team expert two eager grandchild experience park help calm anxious investor park anything amuse security system go offline dinosaur escape,1.0,0.0,1.0,0.0,0.0,0.0
269,journalist duo go tour serial killer murder site two companion unaware one serial killer,0.0,0.0,1.0,0.0,0.0,0.0
270,zed eric american vaultcracker travel paris meet old friend eric jeanhugues anglade gang plan raid bank city open bastille day offer service find trap situation beyond control heroin abuse poor planning callgirl name conspire turn robbery bloody siege,0.0,0.0,0.0,0.0,1.0,0.0
271,update lassie legend star troubled city kid whose family retreat country befriend famous collie change good develops ruthless sheep rancher cause trouble everyone,1.0,1.0,0.0,1.0,0.0,0.0
272,danny obsess fictional movie character action hero magical ticket transport late adventure find world movie magic reality collide save life hero new friend,0.0,0.0,1.0,0.0,1.0,1.0
273,lightning australian outlaw wild west bungled bank robbery pick mute hostage two become good friend teach rob bank plan last heist,0.0,0.0,0.0,0.0,1.0,0.0
274,china french diplomat fall love opera singer think,0.0,0.0,0.0,0.0,1.0,1.0
275,ii come age tale detail summer protagonist caine graduate high school story detail real life today tough inner city,1.0,1.0,0.0,0.0,0.0,1.0
276,terrorist hijack inbound washington demand release imprisoned leader intelligence expert suspect another reason reluctant member special assault team assign intercept plane hijacker,1.0,0.0,1.0,1.0,0.0,0.0
277,base true story set prewar japan man one servant begin torrid affair desire become sexual obsession strong intensify ardor forsake life,0.0,0.0,0.0,0.0,0.0,1.0
278,jackie coworkers large law firm decide meet jackies dinner one night,0.0,1.0,1.0,0.0,0.0,0.0
279,shakespearean farce groomtobe team commanding officer week wedding hatch matchmaking scheme target sharpwitted duo beatrice tough task consider corresponding distaste love meddle plot ruin wedding,1.0,0.0,0.0,0.0,0.0,1.0
280,story relationship manic depressive man mr female doctor take professional interest treatment,0.0,0.0,0.0,0.0,1.0,0.0
281,electrician gu get chance fulfill childhood dream buy old bowlingalley friend,0.0,0.0,0.0,0.0,1.0,0.0
282,year ruthless prison warden create ultimate solution troublesome violent inmate secret jungle island prisoner abandon leave die convict murder commanding officer determine escape island order reveal truth behind murderous action clear name,1.0,1.0,1.0,0.0,0.0,0.0
283,elevenyearold north parent busy career give north attention need file lawsuit judge rule north either find new parent return parent within two month north start hilarious journey around world find parent care,1.0,0.0,0.0,0.0,1.0,1.0
284,nobleman inherit parent house thanks command young man change disastrous affair russian princess look solace art appoint ambassador constantinople war rag one morning shock wake woman return home struggle female retain property century roll,1.0,0.0,0.0,1.0,0.0,1.0
285,kidnap boy strike friendship captor escaped convict run law head honorable us,0.0,0.0,1.0,0.0,0.0,0.0
286,long voyage scotland pianist young daughter flora leave belonging include piano new beach mute since childhood sell marriage local man name make little attempt warm alisdair becomes intrigue acquaintance lead tense lifealtering conflict,0.0,1.0,0.0,0.0,0.0,0.0
287,film see world eye main character justice young africanamerican poet mail carrier invite friend along overnight delivery run,0.0,0.0,0.0,0.0,1.0,1.0
288,earth invade alien parasite aka slugs ride people control mind trio american government agent attempt thwart,1.0,0.0,0.0,1.0,0.0,1.0
289,wbn fourth radio network take america airwave confusion night enough owner secretary deal unhappy sponsor overbearing bos soontobe exhusband want broadcast begin mysterious voice break broadcast suddenly member cast turn dead husband find whodunit police chase hall wbn,1.0,1.0,1.0,1.0,0.0,0.0
290,rule bound head butler world manner decorum household maintain test arrival housekeeper fall love postwwi britain possibility romance master cultivation tie nazi cause challenge maintain veneer servitude,0.0,0.0,0.0,0.0,0.0,1.0
291,devito play advertising man sliding downhill fire job detroit sign unemployment one day find job teach think skill army recruit arrive base find structure set class,1.0,1.0,0.0,0.0,0.0,0.0
292,prostitute find dead los skyscraper occupy large japanese corporation detective call investigate although conner previous experience work japan cultural difference make progress difficult security disc show murder turn close scrutiny prove disc doctor detective realize deal coverup,0.0,0.0,1.0,1.0,0.0,1.0
293,unhappy young couple visit infamous kellogg spa battle young hustler try get breakfastcereal business compete corn flake,1.0,0.0,0.0,1.0,1.0,0.0
294,mega corporation bent create pet project replace rot city detroit inhabitant area intention abandon home desire company end ocp decide force leave employ ruthless mercenary army attack harass underground resistance begin fight decide loyalty lie,1.0,1.0,0.0,0.0,0.0,0.0
295,corrupt cop get head try assassinate beautiful russian hitwoman,0.0,0.0,0.0,0.0,0.0,1.0
296,nazi skinhead melbourne take anger local vietnamese see threaten racial purity vietnamese confront skinhead allout confrontation send skinhead run woman prone epileptic seizure join skin merry band help run justice affliction sign impurity,1.0,0.0,1.0,1.0,1.0,0.0
297,reel mother recent death relocate florida start anew find job souvenir store become friend shop owner acclimates new surroundings long juggle affection son goodnatured waver try come term past,0.0,0.0,0.0,0.0,1.0,0.0
298,true story businessman save thousand jewish life nazi work slave factory world war ii,0.0,0.0,0.0,0.0,0.0,1.0
299,picture perfect middle class family shock find one neighbor receive obscene phone call mom take slight family turn one harass neighbor slight beloved family body count begin increase,0.0,1.0,0.0,0.0,0.0,0.0
300,base comic strip put hero arch enemy plan take world hold city ransom use atom bomb use power invisibility power cloud men mind shadow come blaze city rescue explosive result,0.0,1.0,0.0,0.0,0.0,1.0
301,cs worldrenowned writer professor lead passionless life meet spirited poet,0.0,0.0,0.0,0.0,1.0,0.0
302,young boy try set dad date death mother call radio station talk dad ’ lead dad meet journalist annie fly seattle write story boy dad end story popular romantic comedy,0.0,0.0,0.0,0.0,0.0,0.0
303,woman move apartment manhattan learn previous tenant life end tenant fell balcony,1.0,1.0,0.0,0.0,1.0,0.0
304,smogchoked dystopian los blade runner call retirement terminate quartet replicants escape earth seek creator way extend short life span,0.0,0.0,0.0,1.0,0.0,1.0
305,country girl spend life farm south go college feel place daunt urban setting befriend savvy party animal name convince ambivalent rebecca stay city thanksgiving break roll innocent farm girl invite south pretend fiancé,0.0,1.0,0.0,1.0,1.0,0.0
306,bad breakup fall butcher introduce parent voracious consumer sensational tabloid parent come suspect notorious serial killer mrs x want connection string bizarre honeymoon killing think parent foolish propose harriet honeymoon begin right,1.0,0.0,1.0,0.0,1.0,0.0
307,come police family end fight uncle murder father believe killer another cop go record allegation demote duty along new partner jo christman navigate three river look clue discover body time victim woman know find killer prove innocence,0.0,0.0,1.0,0.0,0.0,0.0
308,diane sophisticated trainee new stock exchange kidnap hold captive north african desert hideaway mogul,1.0,1.0,0.0,0.0,1.0,1.0
309,man luck nothing lose approach lead group wealthy hunter expedition pacific thing get twist discover group wild animal,1.0,1.0,1.0,0.0,1.0,0.0
310,maverick skydiver former kgb agent team stop russian mafia steal gold,1.0,0.0,0.0,0.0,0.0,1.0
311,eddy stuart share twothirds dormitory suite bureaucratic error woman name add room first relation among three tense fall stuart lust,1.0,1.0,1.0,0.0,0.0,1.0
312,dartagnan travel paris hop become musketeer one french king elite bodyguard discover corp disband connive hop usurp throne athos porthos refuse lay weapon continue protect king dartagnan join rogue expose plot crown,1.0,0.0,1.0,0.0,1.0,1.0
313,legendary marshal weary gunfighter join brother virgil pursue collective fortune thriving mining town tombstone force badge get help notorious pal doc holliday gang renegade brigand rustler begin terrorize town,1.0,0.0,1.0,0.0,0.0,0.0
314,juror trail mob bos young son life threaten option see justice unmake,0.0,0.0,0.0,0.0,1.0,0.0
315,clarence marries hooker steal cocaine pimp try sell hollywood owner coke try reclaim,0.0,0.0,0.0,0.0,0.0,0.0
316,know lot accident much scar anything might endanger like rid bike climb treehouse old library transport unknown world book try get home along way meet interesting character like horror write,0.0,0.0,0.0,0.0,0.0,1.0
317,lyrical modernday film noir find cynical hit man tiring job ask bos mob kingpin george time give assignment life prompt soulsearching reach new height ask kill sultry fiona mimi owe money claim want die spends time find fall,0.0,0.0,0.0,0.0,1.0,0.0
318,mid century north france story coal miner town exploit mine owner one day decide go strike authority repress,1.0,0.0,0.0,0.0,1.0,0.0
319,military men task take prisoner blonde bombshell become unforgettable road trip enlistee trouble desert unit prove crafty inmate,1.0,0.0,1.0,0.0,0.0,0.0
320,face mortality ingenious alchemist try perfect invention would provide key eternal life call cronos device die year take secret remarkable device grave elderly antique dealer find hellish machine hide statue incredible power use device younger become nothing come without price life death beginning nerveshattering thriller unfolds fountain turn bloody,1.0,0.0,1.0,0.0,1.0,0.0
321,naked new begin car grow jake talk us girlfriend joanne watch facial expression turn help face life parent nyaa forget flash memory parent college house across squirrel infest peanut factory best friend write career joanne,0.0,1.0,0.0,0.0,1.0,0.0
322,ideal marriage thrive others company funny enjoy two grown child dotty trouble walk malady defies medical diagnosis care let business slide civic luncheon seat next novelist blind nice time contact make odd request decline health resolve bring triangle unlikely friend surprising place,1.0,1.0,0.0,0.0,1.0,0.0
323,french football play exchange student fall love,0.0,0.0,0.0,0.0,1.0,1.0
324,spanky character make famous gang short bring back life nostalgic childrens comedy start question devotion club principle fall beautiful nineyear old rest gang set keep apart,0.0,0.0,0.0,0.0,1.0,0.0
325,film show difficulty honest imperil judge bodyguard four men try clean sicilian town local politician work handinhand mafia stop nothing prevent exposure racket,1.0,0.0,0.0,0.0,0.0,1.0
326,lola pregnant ignore father black muslim son diplomat felix pennyless jewish messenger felix meet lolas race begin,0.0,0.0,0.0,0.0,1.0,0.0
327,leonor widow small south american town give birth dwarf mother provide rich childhood daughter erase clue daughter might see would lead think different mother burn book destroy lawn statue gnome short want talk mother succeed create modernday rapunzel become accomplished young woman capture heart ludovico circus come town,1.0,0.0,0.0,0.0,0.0,0.0
328,wheat banker artist two love murder friend corrupt business partner shady business deal leave roam earth powerless spirit learn carls betrayal seek help psychic oda mae set thing right protect carl goon,0.0,0.0,1.0,0.0,1.0,1.0
329,princess grows tire force remain palace sneak marketplace disguise meet streeturchin two fall love although may marry prince throw jail become embroil plot find mysterious lamp evil hop rule land,1.0,0.0,0.0,0.0,1.0,1.0
330,year pass since target termination cyborg future son future leader resistance target new deadly terminator resistance manage send protector attempt save mother,1.0,0.0,1.0,0.0,0.0,0.0
331,wound soldier try commit suicide – become hero assign dream post remote junction western frontier make unlikely friend local sioux tribe,0.0,0.0,0.0,1.0,1.0,0.0
332,private eye help amnesiac cia agent elude mobster want regain memory drug operation,0.0,1.0,1.0,1.0,0.0,1.0
333,dark begin war crime major enemy homicidal seize control gothams underworld,0.0,0.0,1.0,0.0,0.0,1.0
334,fbi trainee venture maximumsecurity asylum pick diseased brain psychiatrist turn homicidal cannibal starling need clue help capture serial killer faustian relationship lead escape two derange killer loose,0.0,0.0,1.0,0.0,0.0,0.0
335,follow adventure belle bright young woman find castle prince turn mysterious beast help castle enchant staff belle important lesson true beauty come within,1.0,1.0,0.0,0.0,0.0,1.0
336,millionaire wheelerdealer enter business contract hooker lose heart bargain charming romantic comedy hire vivian date week give cinderella makeover return favor mellow hardnosed tycoon outlook poor prostitute rich capitalist live,1.0,1.0,0.0,0.0,1.0,1.0
337,age outlaw prepare retire one final robbery join gang include brother lyle warren discover heist setup orchestrate part old partner remain gang take refuge mexican territory trail result fierce gunfight plenty casualty,1.0,0.0,1.0,1.0,1.0,0.0
338,smalltime criminal attempt rob convenience store drugaddict buddy robbery lead murder leaf behind go run beloved girlfriend head toward mexico fugitive couple get plenty medium coverage people trail starlene make south border without get catch,0.0,0.0,1.0,1.0,1.0,0.0
339,emerge chinese film renaissance raise red farewell concubine haunt folk tale set rural china tell story young woman force grieve death man destine marry combine astonish visuals intriguing plot turn move drama miss spirited young mistress kidnap way arranged wedding groom kill explosion attempt rescue peasant charge care kui manage free groom bitter mother force young honor agreement marry wooden statue son stay chaste fascinate exploration forbidden love rigid social hierarchy reveal culture turmoil tradition take cruel extreme young lover may succumb,1.0,1.0,0.0,1.0,0.0,0.0
340,film three divorced men relationship exwives child new woman life carry torch ex trouble relate teenage daughter make commitment carry lot toward ex wind blind date hell needle blathering radio psychologist dispense advice subject divorce,1.0,1.0,0.0,0.0,0.0,0.0
341,parker architect mother sammy newspaper columnist father maggie divorce meet one morning overwhelmed leave unexpectedly forgets take school result child miss school field trip stick parent two adult project negative stereotype exspouse end need watch child save job add propensity lodge object nose tendency wander,1.0,0.0,0.0,0.0,0.0,0.0
342,turnofthecentury love story center around young doctor emergence modern science,1.0,0.0,0.0,0.0,1.0,1.0
343,minnesota car salesman burst seam debt get plan go hire two thug kidnap wife scheme collect hefty ransom wealthy fatherinlaw go snap nobody go get hurt people start die police chief coffeedrinking parkawearing pregnant investigator stop nothing get man think smalltime investigative skill give crook run ransom betcha,0.0,0.0,1.0,1.0,1.0,0.0
344,glowing orb terrorize young girl collection story dark fantasy eroticism horror,0.0,0.0,0.0,0.0,0.0,1.0
345,nd century scientist attempt wrong ancestor create puzzle box open gate hell unleashes cenobite legion,1.0,1.0,1.0,1.0,0.0,0.0
346,aspire architect tell mysterious ruth best friend take life except meet incredulous friend agrees give eulogy bill funeral set collision course ruth reveal oversexed mother longtime crush see since teen,0.0,0.0,0.0,0.0,1.0,0.0
347,eyre orphan cast young girl aunt mrs reed send raise harsh charity school girl learn come seeks employment outside school advertisement answer housekeeper thornfield mrs fairfax,0.0,0.0,0.0,0.0,0.0,0.0
348,group young friend convene countryside shoot horror movie experiment lsd see normal boundary collapse tragedy strike,0.0,0.0,0.0,0.0,1.0,0.0
349,paredes leocadia leo woman write “ pink ” romance novel alias amanda popular across spain unlike romantic novel love life trouble less happy relationship husband military officer station brussels bosnia distant,1.0,1.0,0.0,0.0,1.0,0.0
